Trk,Song,Ragam,Thalam,Composer,Musician,ConcertFolder,FileName,RelativePath,Duration,MainArtist,Type,VocalSupport,Violin,Veena,Flute,Nagasvaram,Mridangam,Tavil,Khanjira,Ghatam,Morsing,Konnakkol,Dholak,Tabla,Narration,Date,Venue,Info,Comments
3,Raghuvara,Pantuvarali,Adi,Thyagaraja,AlathoorBrothers,Album-003,03-Raghuvara.mp3,AlathoorBrothers/Album-003/03-Raghuvara.mp3,0:14:00,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
4,Entaraanee Tanakenta,Harikambhoji,Adi,Thyagaraja,AlathoorBrothers,Album-003,04-EntaraaneeTanakenta.mp3,AlathoorBrothers/Album-003/04-EntaraaneeTanakenta.mp3,0:17:31,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
5,Kanulaara Kanti,Dhanyasi,Rupaka,Walajahpet Venkataramana Bhagavatar,AlathoorBrothers,Album-003,05-KanulaaraKanti.mp3,AlathoorBrothers/Album-003/05-KanulaaraKanti.mp3,0:12:44,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
6,Needu Charanamule,Simhendramadhyamam,Misra Chapu,K V Srinivasa Iyengar,AlathoorBrothers,Album-003,06a-NeeduCharanamule.mp3,AlathoorBrothers/Album-003/06a-NeeduCharanamule.mp3,0:06:29,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
6,Needu Charanamule,Simhendramadhyamam,Misra Chapu,K V Srinivasa Iyengar,AlathoorBrothers,Album-003,06b-NeeduCharanamule.mp3,AlathoorBrothers/Album-003/06b-NeeduCharanamule.mp3,0:14:21,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
7,Koniyaadina,Kambhoji,Adi,Veena Kuppayyar,AlathoorBrothers,Album-003,07a-Koniyaadina.mp3,AlathoorBrothers/Album-003/07a-Koniyaadina.mp3,0:07:57,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
7,Koniyaadina,Kambhoji,Adi,Veena Kuppayyar,AlathoorBrothers,Album-003,07b-Koniyaadina.mp3,AlathoorBrothers/Album-003/07b-Koniyaadina.mp3,0:26:33,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
8,Lekhanaa Ninnu,Asaveri,Adi,Thyagaraja,AlathoorBrothers,Album-003,08-LekhanaaNinnu.mp3,AlathoorBrothers/Album-003/08-LekhanaaNinnu.mp3,0:06:43,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
9,E Paapamu,Atana,Misra Chapu,Thyagaraja,AlathoorBrothers,Album-003,09-EPaapamu.mp3,AlathoorBrothers/Album-003/09-EPaapamu.mp3,0:10:00,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
10,Naama Kusumamula,Sree,Adi,Thyagaraja,AlathoorBrothers,Album-003,10-NaamaKusumamula.mp3,AlathoorBrothers/Album-003/10-NaamaKusumamula.mp3,0:12:02,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
11,RTP,Todi,Adi,,AlathoorBrothers,Album-003,11a-RTP-Todi.mp3,AlathoorBrothers/Album-003/11a-RTP-Todi.mp3,0:11:53,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
11,RTP,Todi,Adi,,AlathoorBrothers,Album-003,11b-RTP-Todi.mp3,AlathoorBrothers/Album-003/11b-RTP-Todi.mp3,0:07:42,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
11,RTP,Todi,Adi,,AlathoorBrothers,Album-003,11c-RTP-Todi.mp3,AlathoorBrothers/Album-003/11c-RTP-Todi.mp3,0:25:22,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
12,Paniyinum,Senjurutti,?,?,AlathoorBrothers,Album-003,12-Paniyinum.mp3,AlathoorBrothers/Album-003/12-Paniyinum.mp3,0:02:52,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
13,Samayamide Raa,Behag,Rupaka,Patnam Subramania Iyer,AlathoorBrothers,Album-003,13-SamayamideRaa.mp3,AlathoorBrothers/Album-003/13-SamayamideRaa.mp3,0:03:30,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
14,Tillana,Anandabhairavi,Rupaka,?,AlathoorBrothers,Album-003,14-Tillana.mp3,AlathoorBrothers/Album-003/14-Tillana.mp3,0:04:38,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
15,Chandrasekharaa,Sindhubhairavi,Adi,Anai-Ayya,AlathoorBrothers,Album-003,15-Chandrasekharaa.mp3,AlathoorBrothers/Album-003/15-Chandrasekharaa.mp3,0:04:05,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
16,Neenaamaroopamulaku,Saurashtram,Adi,Thyagaraja,AlathoorBrothers,Album-003,16-Neenaamaroopamulaku.mp3,AlathoorBrothers/Album-003/16-Neenaamaroopamulaku.mp3,0:00:37,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
1,Daridaapuleka,Saveri,Adi,Thyagaraja,AlathoorBrothers,Album-004,1-Daridaapuleka.mp3,AlathoorBrothers/Album-004/1-Daridaapuleka.mp3,0:04:19,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,P Sundaresan,,,,Coimbatore N Ramaswamy,,,,,,,,,,AIR,,
2,Badalikadheera,Reetigaula,Adi,Thyagaraja,AlathoorBrothers,Album-004,2-Badalikadheera.mp3,AlathoorBrothers/Album-004/2-Badalikadheera.mp3,0:06:16,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,P Sundaresan,,,,Coimbatore N Ramaswamy,,,,,,,,,,AIR,,
3,Chakkani Raajamaargamu,Kharaharapriya,Adi,Thyagaraja,AlathoorBrothers,Album-004,3-ChakkaniRaajamaargamu.mp3,AlathoorBrothers/Album-004/3-ChakkaniRaajamaargamu.mp3,0:09:23,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,P Sundaresan,,,,Coimbatore N Ramaswamy,,,,,,,,,,AIR,,
1,Kanulaara Kanti,Dhanyasi,Rupaka,Walajahpet Venkataramana Bhagavatar,AlathoorBrothers,Album-006,1a-KanulaaraKanti.mp3,AlathoorBrothers/Album-006/1a-KanulaaraKanti.mp3,0:06:08,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,,,,,,,,,Calcutta,,
1,Kanulaara Kanti,Dhanyasi,Rupaka,Walajahpet Venkataramana Bhagavatar,AlathoorBrothers,Album-006,1b-KanulaaraKanti.mp3,AlathoorBrothers/Album-006/1b-KanulaaraKanti.mp3,0:06:02,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,,,,,,,,,Calcutta,,
2,Kaaruvelpulu,Kalyani,Adi,Thyagaraja,AlathoorBrothers,Album-006,2a-Kaaruvelpulu.mp3,AlathoorBrothers/Album-006/2a-Kaaruvelpulu.mp3,0:07:25,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,,,,,,,,,Calcutta,,
2,Kaaruvelpulu,Kalyani,Adi,Thyagaraja,AlathoorBrothers,Album-006,2b-Kaaruvelpulu.mp3,AlathoorBrothers/Album-006/2b-Kaaruvelpulu.mp3,0:15:18,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,,,,,,,,,Calcutta,,
3,Chakkani Raajamaargamu,Kharaharapriya,Adi,Thyagaraja,AlathoorBrothers,Album-006,3a-ChakkaniRaajamaargamu.mp3,AlathoorBrothers/Album-006/3a-ChakkaniRaajamaargamu.mp3,0:09:05,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,,,,,,,,,Calcutta,,
3,Chakkani Raajamaargamu,Kharaharapriya,Adi,Thyagaraja,AlathoorBrothers,Album-006,3b-ChakkaniRaajamaargamu.mp3,AlathoorBrothers/Album-006/3b-ChakkaniRaajamaargamu.mp3,0:15:44,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,,,,,,,,,Calcutta,,
3,Chakkani Raajamaargamu,Kharaharapriya,Adi,Thyagaraja,AlathoorBrothers,Album-006,3c-ChakkaniRaajamaargamu.mp3,AlathoorBrothers/Album-006/3c-ChakkaniRaajamaargamu.mp3,0:13:29,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,,,,,,,,,Calcutta,,
4,Lekhanaa Ninnu,Asaveri,Adi,Thyagaraja,AlathoorBrothers,Album-006,4-LekhanaaNinnu.mp3,AlathoorBrothers/Album-006/4-LekhanaaNinnu.mp3,0:06:17,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,,,,,,,,,Calcutta,,
5,RTP,Begada,Rupaka (Tisra),,AlathoorBrothers,Album-006,5a-RTP-Begada.mp3,AlathoorBrothers/Album-006/5a-RTP-Begada.mp3,0:17:32,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,,,,,,,,,Calcutta,,
5,RTP,Begada,Rupaka (Tisra),,AlathoorBrothers,Album-006,5b-RTP-Begada.mp3,AlathoorBrothers/Album-006/5b-RTP-Begada.mp3,0:08:21,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,,,,,,,,,Calcutta,,
6,Paniyinum,Senjurutti,?,?,AlathoorBrothers,Album-006,6-7-8-9-Paniyinum--Tillana-Chandrasekharaa.mp3,AlathoorBrothers/Album-006/6-7-8-9-Paniyinum--Tillana-Chandrasekharaa.mp3,0:10:38,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,,,,,,,,,Calcutta,,
7,?,Senjurutti,Adi,?,AlathoorBrothers,Album-006,6-7-8-9-Paniyinum--Tillana-Chandrasekharaa.mp3,AlathoorBrothers/Album-006/6-7-8-9-Paniyinum--Tillana-Chandrasekharaa.mp3,0:10:38,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,,,,,,,,,Calcutta,,
8,Tillana,Kaanada,Rupaka,Ramanathapuram Srinivasa Iyengar,AlathoorBrothers,Album-006,6-7-8-9-Paniyinum--Tillana-Chandrasekharaa.mp3,AlathoorBrothers/Album-006/6-7-8-9-Paniyinum--Tillana-Chandrasekharaa.mp3,0:10:38,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,,,,,,,,,Calcutta,,
9,Chandrasekharaa,Sindhubhairavi,Adi,Anai-Ayya,AlathoorBrothers,Album-006,6-7-8-9-Paniyinum--Tillana-Chandrasekharaa.mp3,AlathoorBrothers/Album-006/6-7-8-9-Paniyinum--Tillana-Chandrasekharaa.mp3,0:10:38,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,,,,,,,,,Calcutta,,
1,Sarasijanaabha Ninnu Sannuti Jesenuraa,Kambhoji,Ata,Thanjavur Vadivelu,AlathoorBrothers,Album-007,01-SarasijanaabhaNinnuSannutiJesenuraa.mp3,AlathoorBrothers/Album-007/01-SarasijanaabhaNinnuSannutiJesenuraa.mp3,0:06:24,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
2,Nee Bhakti Bhaagya,Jayamanohari,Rupaka,Thyagaraja,AlathoorBrothers,Album-007,02-NeeBhaktiBhaagya.mp3,AlathoorBrothers/Album-007/02-NeeBhaktiBhaagya.mp3,0:03:54,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
3,Raghuvara,Pantuvarali,Adi,Thyagaraja,AlathoorBrothers,Album-007,03-Raghuvara.mp3,AlathoorBrothers/Album-007/03-Raghuvara.mp3,0:10:23,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
4,Sogasugaa Mrdangataalamu,Sreeranjani,Rupaka,Thyagaraja,AlathoorBrothers,Album-007,04a-SogasugaaMrdangataalamu.mp3,AlathoorBrothers/Album-007/04a-SogasugaaMrdangataalamu.mp3,0:06:23,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
4,Sogasugaa Mrdangataalamu,Sreeranjani,Rupaka,Thyagaraja,AlathoorBrothers,Album-007,04b-SogasugaaMrdangataalamu.mp3,AlathoorBrothers/Album-007/04b-SogasugaaMrdangataalamu.mp3,0:07:55,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
5,Amma Raavamma,Kalyani,Khanda Chapu,Thyagaraja,AlathoorBrothers,Album-007,05a-AmmaRaavamma.mp3,AlathoorBrothers/Album-007/05a-AmmaRaavamma.mp3,0:10:45,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
5,Amma Raavamma,Kalyani,Khanda Chapu,Thyagaraja,AlathoorBrothers,Album-007,05b-AmmaRaavamma.mp3,AlathoorBrothers/Album-007/05b-AmmaRaavamma.mp3,0:15:51,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
6,Koniyaadina,Kambhoji,Adi,Veena Kuppayyar,AlathoorBrothers,Album-007,06a-Koniyaadina.mp3,AlathoorBrothers/Album-007/06a-Koniyaadina.mp3,0:09:16,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
6,Koniyaadina,Kambhoji,Adi,Veena Kuppayyar,AlathoorBrothers,Album-007,06b-Koniyaadina.mp3,AlathoorBrothers/Album-007/06b-Koniyaadina.mp3,0:18:08,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
6,Koniyaadina,Kambhoji,Adi,Veena Kuppayyar,AlathoorBrothers,Album-007,06c-Koniyaadina.mp3,AlathoorBrothers/Album-007/06c-Koniyaadina.mp3,0:14:57,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
7,Speech,,,?,AlathoorBrothers,Album-007,07-08-Speech-Paramaatmudu.mp3,AlathoorBrothers/Album-007/07-08-Speech-Paramaatmudu.mp3,0:13:17,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
8,Paramaatmudu,Vagadeesvari,Adi,Thyagaraja,AlathoorBrothers,Album-007,07-08-Speech-Paramaatmudu.mp3,AlathoorBrothers/Album-007/07-08-Speech-Paramaatmudu.mp3,0:13:17,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
9,Ennayum Varachchonnaaro,Manirang,Adi,Arunachala Kavirayar,AlathoorBrothers,Album-007,09a-EnnayumVarachchonnaaro.mp3,AlathoorBrothers/Album-007/09a-EnnayumVarachchonnaaro.mp3,0:03:47,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
9,Ennayum Varachchonnaaro,Manirang,Adi,Arunachala Kavirayar,AlathoorBrothers,Album-007,09b-EnnayumVarachchonnaaro.mp3,AlathoorBrothers/Album-007/09b-EnnayumVarachchonnaaro.mp3,0:07:07,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
10,Saantamulekha,Sama,Adi,Thyagaraja,AlathoorBrothers,Album-007,10-Saantamulekha.mp3,AlathoorBrothers/Album-007/10-Saantamulekha.mp3,0:09:56,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
11,RTP,Begada,Rupaka (Tisra),,AlathoorBrothers,Album-007,11a-RTP-Begada.mp3,AlathoorBrothers/Album-007/11a-RTP-Begada.mp3,0:15:09,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
11,RTP,Begada,Rupaka (Tisra),,AlathoorBrothers,Album-007,11b-RTP-Begada.mp3,AlathoorBrothers/Album-007/11b-RTP-Begada.mp3,0:10:18,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
12,Nanrudaiyaanai,?,Triputa,Jnanasambandar,AlathoorBrothers,Album-007,12-13-14-15-16-Neenaamaroopamulaku.mp3,AlathoorBrothers/Album-007/12-13-14-15-16-Neenaamaroopamulaku.mp3,0:12:46,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
13,?,Senjurutti,Misra Chapu,?,AlathoorBrothers,Album-007,12-13-14-15-16-Neenaamaroopamulaku.mp3,AlathoorBrothers/Album-007/12-13-14-15-16-Neenaamaroopamulaku.mp3,0:12:46,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
14,?,Senjurutti,?,Arunagirinathar,AlathoorBrothers,Album-007,12-13-14-15-16-Neenaamaroopamulaku.mp3,AlathoorBrothers/Album-007/12-13-14-15-16-Neenaamaroopamulaku.mp3,0:12:46,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
15,?,Madhyamavati,Adi (Khanda),Arunagirinathar,AlathoorBrothers,Album-007,12-13-14-15-16-Neenaamaroopamulaku.mp3,AlathoorBrothers/Album-007/12-13-14-15-16-Neenaamaroopamulaku.mp3,0:12:46,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
16,Neenaamaroopamulaku,Saurashtram,Adi,Thyagaraja,AlathoorBrothers,Album-007,12-13-14-15-16-Neenaamaroopamulaku.mp3,AlathoorBrothers/Album-007/12-13-14-15-16-Neenaamaroopamulaku.mp3,0:12:46,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat T S Mani Iyer,,,,,,,,,10/9/1956,"Nangudayan Vinayakar Temple, Trichy",,
1,Jaya Jaya Raghuraama,Sahana,Misra Chapu,Svati Tirunal,AlathoorBrothers,Album-008,1-JayaJayaRaghuraama.mp3,AlathoorBrothers/Album-008/1-JayaJayaRaghuraama.mp3,0:11:32,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Dr T K Murthy,,,,,,,,,,"Navaratri Mandapam, Trivandrum",,
2,Raasavilaasalolo,Kambhoji,Adi,Svati Tirunal,AlathoorBrothers,Album-008,2a-Raasavilaasalolo.mp3,AlathoorBrothers/Album-008/2a-Raasavilaasalolo.mp3,0:07:43,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Dr T K Murthy,,,,,,,,,,"Navaratri Mandapam, Trivandrum",,
2,Raasavilaasalolo,Kambhoji,Adi,Svati Tirunal,AlathoorBrothers,Album-008,2b-Raasavilaasalolo.mp3,AlathoorBrothers/Album-008/2b-Raasavilaasalolo.mp3,0:14:46,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Dr T K Murthy,,,,,,,,,,"Navaratri Mandapam, Trivandrum",,
3,Kanjanaabha,Saranga,Adi,Svati Tirunal,AlathoorBrothers,Album-008,3-Kanjanaabha.mp3,AlathoorBrothers/Album-008/3-Kanjanaabha.mp3,0:04:07,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Dr T K Murthy,,,,,,,,,,"Navaratri Mandapam, Trivandrum",,
4,Bhaarati Maamava,Todi,Adi,Svati Tirunal,AlathoorBrothers,Album-008,4-BhaaratiMaamava.mp3,AlathoorBrothers/Album-008/4-BhaaratiMaamava.mp3,0:29:38,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Dr T K Murthy,,,,,,,,,,"Navaratri Mandapam, Trivandrum",,
5,Vihara Maanasa Raame,Kapi,Misra Chapu,Svati Tirunal,AlathoorBrothers,Album-008,5-ViharaMaanasaRaame.mp3,AlathoorBrothers/Album-008/5-ViharaMaanasaRaame.mp3,0:04:03,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Dr T K Murthy,,,,,,,,,,"Navaratri Mandapam, Trivandrum",,
6,Jalajanaabha Maamava,Kedaragaula,Misra Chapu,Svati Tirunal,AlathoorBrothers,Album-008,6-JalajanaabhaMaamava.mp3,AlathoorBrothers/Album-008/6-JalajanaabhaMaamava.mp3,0:04:10,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Dr T K Murthy,,,,,,,,,,"Navaratri Mandapam, Trivandrum",,
7,Visvesvar,Sindhubhairavi,Rupaka,Svati Tirunal,AlathoorBrothers,Album-008,7-Visvesvar.mp3,AlathoorBrothers/Album-008/7-Visvesvar.mp3,0:03:16,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Dr T K Murthy,,,,,,,,,,"Navaratri Mandapam, Trivandrum",,
1,Ninaittadettanayil,Suddhadhanyasi,Adi,Arunagirinathar,AlathoorBrothers,Album-009,1-Ninaittadettanayil.mp3,AlathoorBrothers/Album-009/1-Ninaittadettanayil.mp3,0:13:46,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Umayalpuram K Sivaraman,,V Nagarajan,,,,,,,,,Tiruppugazh Concert,
2,Marukkulaaviya,Poorvikalyani,Tisra Jhampa (Tisra),Arunagirinathar,AlathoorBrothers,Album-009,2-Marukkulaaviya.mp3,AlathoorBrothers/Album-009/2-Marukkulaaviya.mp3,0:14:11,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Umayalpuram K Sivaraman,,V Nagarajan,,,,,,,,,Tiruppugazh Concert,
3,Vasanamiga,Atana,?,Arunagirinathar,AlathoorBrothers,Album-009,3-Vasanamiga.mp3,AlathoorBrothers/Album-009/3-Vasanamiga.mp3,0:09:47,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Umayalpuram K Sivaraman,,V Nagarajan,,,,,,,,,Tiruppugazh Concert,
